dev_id,avg_weekly_commits,commit_irregularity,late_night_commit_cent,week,messages_per_day,avg_response_hours,silent_days,issues_reopen_rate,avg_pr_merge_days,burnout_score,burnout_risk
D1005,19.714285714285715,9.571018524921769,17.753623188405797,2025-11-17/2025-11-23,5.573979591836735,5.246428571428572,0.7142857142857143,1.3076923076923077,4.384615384615385,4,1
D1006,18.714285714285715,8.525333933713018,11.83206106870229,2025-11-17/2025-11-23,5.13265306122449,5.37734693877551,1.0714285714285714,0.6153846153846154,1.7692307692307692,5,1
D1007,12.214285714285714,2.6941124249447648,0.0,2025-11-17/2025-11-23,4.994897959183674,5.43780612244898,1.0714285714285714,1.4615384615384617,4.461538461538462,3,1
D1008,12.214285714285714,5.26495776049345,0.0,2025-11-17/2025-11-23,5.321428571428571,5.44765306122449,0.7142857142857143,0.3846153846153846,2.0,2,1
D1009,20.785714285714285,9.688840300759756,12.371134020618555,2025-11-17/2025-11-23,5.913265306122449,5.413673469387755,0.7142857142857143,1.6153846153846154,3.769230769230769,4,1
D101,13.785714285714286,3.5339794833885194,0.0,2025-11-17/2025-11-23,9.0,2.5149744897959185,0.0,1.4615384615384617,4.0,0,0
D1010,13.571428571428571,3.916715376518868,0.0,2025-11-17/2025-11-23,9.255102040816324,2.4691326530612243,0.0,0.5384615384615384,1.8461538461538465,0,0
D1011,18.285714285714285,7.6804303908707485,10.9375,2025-11-17/2025-11-23,8.982142857142858,2.47905612244898,0.0,1.8461538461538465,3.769230769230769,1,0
D1012,13.214285714285714,4.022600984601714,0.0,2025-11-17/2025-11-23,8.739795918367347,2.470204081632653,0.0,0.5384615384615384,1.8461538461538465,0,0
D1013,12.142857142857142,3.43862993417085,0.0,2025-11-17/2025-11-23,6.053571428571429,5.339183673469387,0.9285714285714286,0.4615384615384615,1.5384615384615383,1,0
D1014,16.928571428571427,6.999607524319166,10.548523206751057,2025-11-17/2025-11-23,8.887755102040817,2.3986734693877554,0.0,0.3846153846153846,2.3076923076923075,1,0
D1015,20.142857142857142,10.632729896642022,15.602836879432624,2025-11-17/2025-11-23,5.339285714285714,5.266836734693877,0.5714285714285714,1.9230769230769231,3.923076923076923,4,1
D1016,19.642857142857142,9.02651771050287,8.363636363636363,2025-11-17/2025-11-23,5.107142857142857,4.983724489795918,1.1428571428571428,1.6153846153846154,3.692307692307693,4,1
D1017,12.785714285714286,4.4579845640857005,0.0,2025-11-17/2025-11-23,9.048469387755102,2.4338775510204083,0.0,0.5384615384615384,1.6923076923076923,0,0
D1018,18.785714285714285,9.760032876903734,20.15209125475285,2025-11-17/2025-11-23,5.5102040816326525,5.3498214285714285,0.9285714285714286,2.0,3.8461538461538463,4,1
D1019,18.785714285714285,10.533306672196982,24.714828897338403,2025-11-17/2025-11-23,9.16326530612245,2.54061224489796,0.0,0.6923076923076923,1.6923076923076923,2,1
D102,18.285714285714285,10.36583568510274,22.265625,2025-11-17/2025-11-23,8.89030612244898,2.6078571428571427,0.0,0.5384615384615384,2.1538461538461537,2,1
D1020,13.285714285714286,5.902132227861795,0.0,2025-11-17/2025-11-23,8.528061224489795,2.5496173469387755,0.0,0.5384615384615384,1.6923076923076923,0,0
D1021,11.928571428571429,4.648643900094964,0.0,2025-11-17/2025-11-23,5.563775510204081,5.46280612244898,0.8571428571428571,1.4615384615384617,4.153846153846154,2,1
D1022,13.642857142857142,4.06877684998146,0.0,2025-11-17/2025-11-23,5.931122448979592,5.495561224489796,1.1428571428571428,0.3076923076923077,2.230769230769231,3,1
D1023,13.0,4.402796314232057,0.0,2025-11-17/2025-11-23,9.051020408163266,2.56859693877551,0.0,0.4615384615384615,2.1538461538461537,0,0
D1024,12.5,2.8487514134063394,0.0,2025-11-17/2025-11-23,5.354591836734693,5.298112244897959,0.7857142857142857,0.6153846153846154,1.8461538461538465,2,1
D1025,19.214285714285715,8.505008220758215,10.780669144981411,2025-11-17/2025-11-23,8.025510204081632,2.4707397959183672,0.0,0.4615384615384615,1.9230769230769231,2,1
D1026,18.285714285714285,8.800599380187094,5.078125,2025-11-17/2025-11-23,5.910714285714286,5.303545918367347,1.0,0.7692307692307693,2.076923076923077,4,1
D1027,12.0,4.113766756037211,0.0,2025-11-17/2025-11-23,5.74234693877551,5.533214285714286,1.0,0.4615384615384615,1.6923076923076923,3,1
D1028,18.142857142857142,8.122685638261643,9.84251968503937,2025-11-17/2025-11-23,5.645408163265307,5.39405612244898,0.8571428571428571,0.3846153846153846,2.230769230769231,3,1
D1029,18.714285714285715,8.756787006734758,20.229007633587788,2025-11-17/2025-11-23,5.538265306122449,5.4877040816326526,1.1428571428571428,0.6923076923076923,1.8461538461538465,5,1
D103,12.714285714285714,5.165396275342162,0.0,2025-11-17/2025-11-23,9.635204081632653,2.548698979591837,0.0,1.6153846153846154,4.538461538461538,0,0
D1030,12.642857142857142,4.27168031894391,0.0,2025-11-17/2025-11-23,5.8979591836734695,5.284260204081633,1.2142857142857142,0.5384615384615384,2.5384615384615383,3,1
D1031,13.642857142857142,4.125104061291487,0.0,2025-11-17/2025-11-23,9.283163265306124,2.725510204081633,0.0,1.6923076923076923,4.230769230769231,0,0
D1032,12.285714285714286,4.614835132125881,0.0,2025-11-17/2025-11-23,5.841836734693877,5.1923979591836735,0.7857142857142857,1.8461538461538465,4.769230769230769,2,1
D1033,13.357142857142858,5.227253181564465,0.0,2025-11-17/2025-11-23,9.377551020408164,2.6502551020408163,0.0,1.7692307692307692,3.8461538461538463,0,0
D1034,11.428571428571429,3.7970491723945874,0.0,2025-11-17/2025-11-23,8.926020408163264,2.4869132653061223,0.0,1.3846153846153846,4.307692307692308,0,0
D1035,19.571428571428573,9.629396384263902,11.313868613138686,2025-11-17/2025-11-23,5.798469387755103,5.12,0.7857142857142857,0.2307692307692307,2.1538461538461537,4,1
D1036,19.0,9.984603532054123,8.646616541353383,2025-11-17/2025-11-23,9.790816326530614,2.5247959183673467,0.0,1.6923076923076923,4.153846153846154,2,1
D1037,18.428571428571427,9.262947576349433,8.13953488372093,2025-11-17/2025-11-23,9.193877551020408,2.617219387755102,0.0,0.6923076923076923,2.3076923076923075,2,1
D1038,17.357142857142858,6.628692211859021,9.053497942386832,2025-11-17/2025-11-23,8.584183673469388,2.42655612244898,0.0,0.4615384615384615,2.3076923076923075,1,0
D1039,11.928571428571429,4.047112659553831,0.0,2025-11-17/2025-11-23,9.622448979591836,2.438392857142857,0.0,1.8461538461538465,3.8461538461538463,0,0
D104,11.714285714285714,5.090391724817247,0.0,2025-11-17/2025-11-23,8.816326530612246,2.473775510204081,0.0,0.4615384615384615,2.076923076923077,0,0
D1040,18.928571428571427,9.730714937085208,8.30188679245283,2025-11-17/2025-11-23,5.739795918367348,5.338877551020409,0.9285714285714286,0.6923076923076923,2.3846153846153846,4,1
D1041,13.285714285714286,5.5805785670356025,0.0,2025-11-17/2025-11-23,5.017857142857143,5.568035714285714,1.0,0.4615384615384615,2.0,3,1
D1042,12.142857142857142,4.382783500104837,0.0,2025-11-17/2025-11-23,8.52295918367347,2.627984693877551,0.0,1.4615384615384617,4.615384615384615,0,0
D1043,12.0,4.624350266212042,0.0,2025-11-17/2025-11-23,8.441326530612246,2.7296428571428573,0.0,0.3076923076923077,2.076923076923077,0,0
D1044,18.357142857142858,7.801450978032059,7.782101167315175,2025-11-17/2025-11-23,9.568877551020408,2.4741836734693874,0.0,0.7692307692307693,2.3076923076923075,0,0
D1045,12.071428571428571,3.2690691621336474,0.0,2025-11-17/2025-11-23,8.676020408163266,2.4726020408163265,0.0,0.6153846153846154,2.0,0,0
D1046,13.928571428571429,5.497751788256243,0.0,2025-11-17/2025-11-23,6.00765306122449,5.061198979591837,0.9285714285714286,1.4615384615384617,4.076923076923077,1,0
D1047,17.928571428571427,8.615409144392082,13.147410358565736,2025-11-17/2025-11-23,5.461734693877551,5.182142857142857,1.1428571428571428,0.5384615384615384,1.7692307692307692,5,1
D1048,12.928571428571429,5.635932599289691,0.0,2025-11-17/2025-11-23,5.729591836734693,5.255102040816326,0.9285714285714286,0.4615384615384615,2.076923076923077,2,1
D1049,12.0,5.291502622129181,0.0,2025-11-17/2025-11-23,5.433673469387755,5.36359693877551,1.2857142857142858,0.3076923076923077,2.076923076923077,3,1
D105,20.642857142857142,9.935229801508934,17.647058823529413,2025-11-17/2025-11-23,9.293367346938776,2.5139795918367347,0.0,0.4615384615384615,2.230769230769231,2,1
D1050,13.071428571428571,4.698023900687242,0.0,2025-11-17/2025-11-23,8.267857142857142,2.642984693877551,0.0,2.0,4.307692307692308,0,0
D1051,17.357142857142858,6.868065933749447,16.872427983539097,2025-11-17/2025-11-23,4.683673469387755,5.484132653061224,1.0,0.5384615384615384,1.6153846153846154,4,1
D1052,13.642857142857142,3.875110774737093,0.0,2025-11-17/2025-11-23,8.60969387755102,2.5110459183673477,0.0,1.7692307692307692,4.461538461538462,0,0
D1053,11.642857142857142,5.400956366267892,0.0,2025-11-17/2025-11-23,9.229591836734697,2.519795918367347,0.0,0.6153846153846154,1.9230769230769231,0,0
D1054,12.5,5.214624405679444,0.0,2025-11-17/2025-11-23,8.061224489795919,2.476045918367347,0.0,0.3846153846153846,2.0,0,0
D1055,14.285714285714286,5.283189180039638,0.0,2025-11-17/2025-11-23,5.688775510204081,5.410484693877551,0.9285714285714286,0.5384615384615384,1.8461538461538465,2,1
D1056,20.142857142857142,9.011592046291888,11.347517730496454,2025-11-17/2025-11-23,9.283163265306124,2.3903826530612244,0.0,1.3846153846153846,4.153846153846154,2,1
D1057,21.214285714285715,9.838531562011848,16.161616161616163,2025-11-17/2025-11-23,5.895408163265307,5.362780612244898,1.2857142857142858,2.0,3.615384615384616,5,1
D1058,13.642857142857142,5.7992989345151145,0.0,2025-11-17/2025-11-23,9.321428571428571,2.5175,0.0,1.5384615384615383,3.923076923076923,0,0
D1059,12.5,3.057147992190409,0.0,2025-11-17/2025-11-23,8.247448979591837,2.4614285714285717,0.0,0.4615384615384615,2.1538461538461537,0,0
D106,19.428571428571427,9.07841299003204,5.514705882352941,2025-11-17/2025-11-23,5.318877551020408,5.350816326530612,1.0,1.6923076923076923,3.692307692307693,4,1
D1060,19.714285714285715,8.73920055689457,9.057971014492754,2025-11-17/2025-11-23,5.964285714285714,5.271173469387755,0.7857142857142857,0.3846153846153846,2.076923076923077,4,1
D1061,18.571428571428573,9.035947744888285,7.307692307692308,2025-11-17/2025-11-23,5.609693877551021,5.166147959183673,1.0,0.4615384615384615,2.1538461538461537,4,1
D1062,12.785714285714286,5.235655442453019,0.0,2025-11-17/2025-11-23,9.14030612244898,2.508979591836735,0.0,0.3846153846153846,1.7692307692307692,0,0
D1063,12.857142857142858,3.570329501215924,0.0,2025-11-17/2025-11-23,5.785714285714286,5.538010204081632,1.2142857142857142,1.6923076923076923,4.461538461538462,3,1
D1064,14.285714285714286,5.3554942518238855,0.0,2025-11-17/2025-11-23,5.5229591836734695,5.462244897959183,1.1428571428571428,0.6153846153846154,2.1538461538461537,3,1
D1065,14.785714285714286,5.93786508420676,0.0,2025-11-17/2025-11-23,8.418367346938776,2.4313520408163263,0.0,1.6923076923076923,4.615384615384615,0,0
D1066,13.142857142857142,4.737041317062839,0.0,2025-11-17/2025-11-23,5.573979591836735,5.046301020408164,0.8571428571428571,0.4615384615384615,1.9230769230769231,2,1
D1067,13.428571428571429,5.184507775972651,0.0,2025-11-17/2025-11-23,8.956632653061224,2.473112244897959,0.0,1.6153846153846154,4.230769230769231,0,0
D1068,13.428571428571429,4.5861712825588015,0.0,2025-11-17/2025-11-23,9.23469387755102,2.4645663265306124,0.0,0.5384615384615384,2.0,0,0
D1069,13.428571428571429,4.070801956792859,0.0,2025-11-17/2025-11-23,8.816326530612246,2.585484693877551,0.0,0.3076923076923077,2.0,0,0
D107,11.928571428571429,4.462911876519905,0.0,2025-11-17/2025-11-23,8.864795918367347,2.5248214285714283,0.0,0.4615384615384615,2.3846153846153846,0,0
D1070,14.285714285714286,4.479501542128774,0.0,2025-11-17/2025-11-23,9.127551020408164,2.504744897959184,0.0,0.6153846153846154,2.3076923076923075,0,0
D1071,13.571428571428571,4.750939756661683,0.0,2025-11-17/2025-11-23,9.01530612244898,2.738392857142857,0.0,0.5384615384615384,2.5384615384615383,0,0
D1072,12.071428571428571,3.099982275738058,0.0,2025-11-17/2025-11-23,9.224489795918368,2.3764795918367345,0.0,0.6923076923076923,2.076923076923077,0,0
D1073,13.571428571428571,4.164211731007363,0.0,2025-11-17/2025-11-23,5.599489795918367,5.187295918367347,1.0,0.4615384615384615,2.0,3,1
D1074,15.142857142857142,3.9390967894281954,0.0,2025-11-17/2025-11-23,8.956632653061224,2.4089285714285715,0.0,1.5384615384615383,3.923076923076923,0,0
D1075,12.714285714285714,4.462296260008731,0.0,2025-11-17/2025-11-23,5.673469387755103,5.152040816326531,1.1428571428571428,1.5384615384615383,4.615384615384615,3,1
D1076,12.428571428571429,3.817254061682111,0.0,2025-11-17/2025-11-23,8.744897959183673,2.533061224489796,0.0,1.6923076923076923,3.923076923076923,0,0
D1077,18.642857142857142,7.830975406944898,8.045977011494253,2025-11-17/2025-11-23,8.96173469387755,2.3786989795918365,0.0,0.5384615384615384,2.3076923076923075,1,0
D1078,21.5,9.96725407753579,10.96345514950166,2025-11-17/2025-11-23,8.966836734693878,2.442270408163265,0.0,1.4615384615384617,4.153846153846154,2,1
D1079,19.142857142857142,10.264630405554666,18.28358208955224,2025-11-17/2025-11-23,9.010204081632653,2.5557142857142856,0.0,1.5384615384615383,4.461538461538462,2,1
D108,13.071428571428571,3.730627617115171,0.0,2025-11-17/2025-11-23,8.89030612244898,2.4799744897959184,0.0,1.3076923076923077,4.307692307692308,0,0
D1080,12.928571428571429,4.214704765904282,0.0,2025-11-17/2025-11-23,8.698979591836734,2.611581632653061,0.0,0.5384615384615384,2.0,0,0
D1081,12.357142857142858,4.584373841265949,0.0,2025-11-17/2025-11-23,9.206632653061224,2.709719387755102,0.0,0.4615384615384615,1.6923076923076923,0,0
D1082,12.0,3.5948681370916686,0.0,2025-11-17/2025-11-23,8.936224489795919,2.4882653061224493,0.0,1.5384615384615383,3.8461538461538463,0,0
D1083,18.5,8.899005994621405,6.94980694980695,2025-11-17/2025-11-23,5.012755102040816,5.274642857142857,1.0714285714285714,2.0,3.615384615384616,4,1
D1084,13.5,4.847679857416329,0.0,2025-11-17/2025-11-23,8.237244897959183,2.5304591836734693,0.0,0.3846153846153846,2.0,0,0
D1085,17.142857142857142,8.925823753039811,13.750000000000002,2025-11-17/2025-11-23,9.676020408163266,2.4702295918367345,0.0,1.9230769230769231,4.153846153846154,2,1
D1086,19.071428571428573,10.564558207037816,25.46816479400749,2025-11-17/2025-11-23,8.908163265306122,2.540229591836735,0.0,0.6153846153846154,1.9230769230769231,2,1
D1087,19.071428571428573,9.522962416538942,8.614232209737828,2025-11-17/2025-11-23,5.609693877551021,5.354744897959184,0.9285714285714286,0.3846153846153846,2.3076923076923075,4,1
D1088,12.571428571428571,4.7671033894048,0.0,2025-11-17/2025-11-23,5.5102040816326525,5.2251275510204085,0.5714285714285714,0.5384615384615384,2.0,2,1
D1089,12.857142857142858,5.21620467474113,0.0,2025-11-17/2025-11-23,8.86734693877551,2.431377551020408,0.0,0.6923076923076923,2.0,0,0
D109,11.785714285714286,6.179103388139633,0.0,2025-11-17/2025-11-23,9.150510204081632,2.542372448979592,0.0,0.6923076923076923,1.8461538461538465,0,0
D1090,20.785714285714285,9.560966892113363,7.903780068728522,2025-11-17/2025-11-23,9.278061224489797,2.560076530612245,0.0,0.5384615384615384,1.9230769230769231,1,0
D1091,11.857142857142858,4.974661068580727,0.0,2025-11-17/2025-11-23,9.119897959183673,2.432576530612245,0.0,0.2307692307692307,2.0,0,0
D1092,18.428571428571427,8.354770960487055,19.76744186046512,2025-11-17/2025-11-23,5.826530612244897,5.062908163265306,1.0,0.5384615384615384,2.0,5,1
D1093,12.285714285714286,4.513715362495333,0.0,2025-11-17/2025-11-23,9.474489795918368,2.493826530612245,0.0,1.7692307692307692,3.8461538461538463,0,0
D1094,12.428571428571429,3.631365196012815,0.0,2025-11-17/2025-11-23,5.474489795918367,5.333494897959183,1.0714285714285714,1.4615384615384617,3.692307692307693,3,1
D1095,18.285714285714285,9.690824934549582,15.234375,2025-11-17/2025-11-23,9.306122448979592,2.4758163265306123,0.0,0.3076923076923077,2.3076923076923075,2,1
D1096,12.5,4.01439716712044,0.0,2025-11-17/2025-11-23,8.252551020408164,2.5953316326530613,0.0,1.6923076923076923,4.384615384615385,0,0
D1097,19.928571428571427,9.050833244380454,11.827956989247312,2025-11-17/2025-11-23,6.043367346938775,5.244821428571428,0.7857142857142857,0.5384615384615384,1.8461538461538465,3,1
D1098,13.428571428571429,5.31636494832101,0.0,2025-11-17/2025-11-23,6.176020408163266,5.304056122448979,0.7142857142857143,0.3846153846153846,2.0,1,0
D1099,12.928571428571429,4.531331706349364,0.0,2025-11-17/2025-11-23,8.818877551020408,2.544872448979592,0.0,1.6923076923076923,4.230769230769231,0,0
D11,16.928571428571427,7.670766541921305,10.126582278481012,2025-11-17/2025-11-23,9.135204081632653,2.3930867346938776,0.0,0.4615384615384615,1.7692307692307692,1,0
D110,13.214285714285714,5.30860797962316,0.0,2025-11-17/2025-11-23,9.23469387755102,2.422372448979592,0.0,1.8461538461538465,3.923076923076923,0,0
D1100,16.571428571428573,6.606689916164648,10.775862068965516,2025-11-17/2025-11-23,8.678571428571429,2.4690051020408164,0.0,0.4615384615384615,2.3076923076923075,1,0
D1101,19.071428571428573,9.169047309913314,13.48314606741573,2025-11-17/2025-11-23,5.698979591836735,5.505510204081633,0.7142857142857143,0.4615384615384615,2.3076923076923075,4,1
D1102,13.571428571428571,3.457751286030266,0.0,2025-11-17/2025-11-23,5.650510204081633,5.295612244897959,1.1428571428571428,0.4615384615384615,2.3076923076923075,3,1
D1103,12.642857142857142,4.343113786517384,0.0,2025-11-17/2025-11-23,5.918367346938775,5.413852040816326,0.7142857142857143,0.6923076923076923,2.1538461538461537,2,1
D1104,12.642857142857142,5.692196316106719,0.0,2025-11-17/2025-11-23,9.278061224489797,2.6074489795918367,0.0,0.6153846153846154,2.1538461538461537,0,0
D1105,13.714285714285714,3.6464644927248777,0.0,2025-11-17/2025-11-23,9.005102040816327,2.5972704081632654,0.0,0.6153846153846154,2.230769230769231,0,0
D1106,20.5,10.089979797189502,11.498257839721257,2025-11-17/2025-11-23,9.00765306122449,2.554642857142857,0.0,0.3846153846153846,2.0,2,1
D1107,19.714285714285715,9.441549509633315,7.971014492753622,2025-11-17/2025-11-23,8.892857142857142,2.578954081632653,0.0,0.5384615384615384,1.9230769230769231,1,0
D1108,13.071428571428571,2.921124275508838,0.0,2025-11-17/2025-11-23,5.530612244897959,5.120739795918368,0.9285714285714286,1.2307692307692308,3.4615384615384617,2,1
D1109,13.714285714285714,5.398412465054624,0.0,2025-11-17/2025-11-23,9.369897959183673,2.5033418367346942,0.0,0.4615384615384615,1.8461538461538465,0,0
D111,13.0,4.992301766027063,0.0,2025-11-17/2025-11-23,5.938775510204081,5.139464285714285,0.5714285714285714,1.9230769230769231,4.384615384615385,2,1
D1110,14.357142857142858,5.212516635017069,0.0,2025-11-17/2025-11-23,5.946428571428571,5.307066326530612,0.5714285714285714,0.4615384615384615,1.9230769230769231,2,1
D1111,12.5,3.322418025845264,0.0,2025-11-17/2025-11-23,5.668367346938775,5.040127551020409,1.0714285714285714,1.6923076923076923,4.0,3,1
D1112,13.214285714285714,4.9486372860628,0.0,2025-11-17/2025-11-23,8.704081632653061,2.57125,0.0,0.6923076923076923,2.3846153846153846,0,0
D1113,13.357142857142858,6.651860848458328,0.0,2025-11-17/2025-11-23,8.604591836734693,2.609770408163265,0.0,1.6153846153846154,3.4615384615384617,0,0
D1114,13.142857142857142,3.718087656870912,0.0,2025-11-17/2025-11-23,9.400510204081632,2.560892857142857,0.0,0.3846153846153846,2.0,0,0
D1115,11.928571428571429,4.5482758477046215,0.0,2025-11-17/2025-11-23,8.918367346938776,2.38094387755102,0.0,0.3846153846153846,2.3076923076923075,0,0
D1116,13.214285714285714,4.543441112511214,0.0,2025-11-17/2025-11-23,9.456632653061224,2.626326530612245,0.0,1.6923076923076923,3.3846153846153846,0,0
D1117,13.714285714285714,4.921359590578626,0.0,2025-11-17/2025-11-23,8.811224489795919,2.5686479591836737,0.0,0.5384615384615384,1.6923076923076923,0,0
D1118,17.642857142857142,8.27049568654134,7.6923076923076925,2025-11-17/2025-11-23,5.826530612244897,5.113801020408163,1.2857142857142858,0.7692307692307693,2.1538461538461537,3,1
D1119,14.428571428571429,3.71513092665626,0.0,2025-11-17/2025-11-23,8.630102040816327,2.4850765306122446,0.0,0.3076923076923077,2.230769230769231,0,0
D112,12.928571428571429,4.375882956427383,0.0,2025-11-17/2025-11-23,9.183673469387756,2.6256377551020407,0.0,0.2307692307692307,2.5384615384615383,0,0
D1120,19.357142857142858,8.46356119679347,19.18819188191882,2025-11-17/2025-11-23,5.61734693877551,5.458316326530612,1.0714285714285714,1.3846153846153846,4.153846153846154,5,1
D1121,18.714285714285715,9.538816016100268,11.068702290076336,2025-11-17/2025-11-23,8.385204081632653,2.490969387755102,0.0,2.0,4.307692307692308,2,1
D1122,20.714285714285715,8.388898996508802,13.10344827586207,2025-11-17/2025-11-23,8.97704081632653,2.535969387755102,0.0,0.5384615384615384,1.7692307692307692,2,1
D1123,13.142857142857142,4.27617987059879,0.0,2025-11-17/2025-11-23,5.201530612244897,5.227551020408163,0.7857142857142857,0.6923076923076923,2.230769230769231,2,1
D1124,17.714285714285715,9.25226435011428,10.483870967741936,2025-11-17/2025-11-23,9.280612244897958,2.539107142857143,0.0,0.3076923076923077,2.3076923076923075,2,1
D1125,13.071428571428571,4.937521734546682,0.0,2025-11-17/2025-11-23,5.778061224489796,5.109846938775511,0.9285714285714286,1.6153846153846154,3.923076923076923,2,1
D1126,14.5,5.064962601426209,0.0,2025-11-17/2025-11-23,7.928571428571429,2.383494897959184,0.0,1.7692307692307692,4.0,0,0
D1127,12.928571428571429,3.852357634054676,0.0,2025-11-17/2025-11-23,9.418367346938776,2.449795918367347,0.0,1.9230769230769231,3.8461538461538463,0,0
D1128,20.785714285714285,8.798413942983581,10.996563573883162,2025-11-17/2025-11-23,9.801020408163266,2.405688775510204,0.0,0.5384615384615384,2.1538461538461537,2,1
D1129,21.142857142857142,8.891284780893315,20.945945945945947,2025-11-17/2025-11-23,5.0102040816326525,5.431989795918367,1.2857142857142858,0.2307692307692307,2.230769230769231,5,1
D113,14.0,5.173898991015458,0.0,2025-11-17/2025-11-23,5.8520408163265305,5.129744897959184,1.2857142857142858,0.6923076923076923,2.0,3,1
D1130,17.0,7.605665904189708,6.302521008403361,2025-11-17/2025-11-23,9.130102040816327,2.551377551020408,0.0,1.6153846153846154,4.538461538461538,0,0
D1131,13.571428571428571,4.327271048279126,0.0,2025-11-17/2025-11-23,5.75,5.449566326530612,0.9285714285714286,0.3846153846153846,1.9230769230769231,2,1
D1132,14.0,4.69041575982343,0.0,2025-11-17/2025-11-23,5.826530612244897,5.320433673469387,0.8571428571428571,0.6923076923076923,1.8461538461538465,2,1
D1133,18.285714285714285,8.498222179949183,13.671875,2025-11-17/2025-11-23,5.609693877551021,5.338163265306123,0.8571428571428571,0.4615384615384615,2.076923076923077,4,1
D1134,11.642857142857142,4.465373493848015,0.0,2025-11-17/2025-11-23,5.471938775510204,5.282295918367347,0.7857142857142857,0.5384615384615384,1.6923076923076923,2,1
D1135,16.714285714285715,7.194320103959911,12.393162393162394,2025-11-17/2025-11-23,9.24234693877551,2.635994897959184,0.0,0.6923076923076923,2.0,1,0
D1136,13.857142857142858,4.638586370488699,0.0,2025-11-17/2025-11-23,8.688775510204081,2.5594132653061226,0.0,2.0,3.923076923076923,0,0
D1137,18.571428571428573,8.57289364768428,15.769230769230768,2025-11-17/2025-11-23,8.846938775510205,2.426122448979592,0.0,1.8461538461538465,4.076923076923077,2,1
D1138,12.357142857142858,4.499694739340963,0.0,2025-11-17/2025-11-23,5.293367346938775,5.051607142857143,1.4285714285714286,1.5384615384615383,4.307692307692308,3,1
D1139,21.214285714285715,9.107719223304452,11.447811447811448,2025-11-17/2025-11-23,5.137755102040816,4.993622448979592,0.9285714285714286,0.4615384615384615,2.0,3,1
D114,17.785714285714285,7.687938319497342,10.040160642570282,2025-11-17/2025-11-23,8.59438775510204,2.500612244897959,0.0,2.0,4.230769230769231,1,0
D1140,13.214285714285714,4.742258005318878,0.0,2025-11-17/2025-11-23,7.915816326530612,2.442831632653061,0.0,0.4615384615384615,2.230769230769231,0,0
D1141,12.785714285714286,4.627319733073123,0.0,2025-11-17/2025-11-23,5.267857142857143,5.092423469387756,0.8571428571428571,0.5384615384615384,2.4615384615384617,2,1
D1142,11.928571428571429,4.047112659553831,0.0,2025-11-17/2025-11-23,9.058673469387754,2.469795918367347,0.0,0.3076923076923077,2.1538461538461537,0,0
